files,labels,panns_inference_events_list
audio/airport-barcelona-1-43-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Vehicle', 'Outside, urban or manmade']"
audio/airport-barcelona-1-44-a.wav,airport,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Animal', 'Hubbub, speech noise, speech babble', 'Music', 'Male speech, man speaking']"
audio/airport-barcelona-1-45-a.wav,airport,"['Speech', 'Clip-clop', 'Outside, urban or manmade', 'Animal', 'Run', 'Vehicle', 'Horse']"
audio/airport-barcelona-1-46-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Vehicle', 'Horse', 'Outside, urban or manmade']"
audio/airport-barcelona-1-47-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Outside, urban or manmade', 'Run', 'Vehicle', 'Hubbub, speech noise, speech babble']"
audio/airport-barcelona-1-48-a.wav,airport,"['Speech', 'Run', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Horse', 'Crowd', 'Vehicle']"
audio/airport-barcelona-1-49-a.wav,airport,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Male speech, man speaking', 'Music', 'Horse']"
audio/airport-barcelona-1-50-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Vehicle', 'Outside, urban or manmade', 'Run']"
audio/airport-barcelona-1-51-a.wav,airport,"['Speech', 'Vehicle', 'Animal', 'Outside, urban or manmade', 'Clip-clop', 'Music', 'Run', 'Horse']"
audio/airport-barcelona-1-52-a.wav,airport,"['Speech', 'Animal', 'Horse', 'Clip-clop', 'Vehicle', 'Neigh, whinny', 'Outside, urban or manmade', 'Mouse', 'Music']"
audio/airport-barcelona-1-53-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Outside, urban or manmade', 'Run', 'Vehicle', 'Horse', 'Hubbub, speech noise, speech babble']"
audio/airport-barcelona-1-54-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Chatter', 'Run', 'Vehicle', 'Animal']"
audio/airport-barcelona-1-55-a.wav,airport,"['Speech', 'Animal', 'Vehicle', 'Clip-clop', 'Horse', 'Boat, Water vehicle', 'Outside, urban or manmade', 'Rowboat, canoe, kayak', 'Run']"
audio/airport-barcelona-1-56-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Hubbub, speech noise, speech babble', 'Vehicle', 'Chatter', 'Crowd', 'Run']"
audio/airport-barcelona-1-57-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Outside, urban or manmade', 'Run', 'Vehicle']"
audio/airport-barcelona-1-58-a.wav,airport,"['Speech', 'Vehicle', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run', 'Car', 'Truck']"
audio/airport-barcelona-1-59-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Vehicle', 'Outside, urban or manmade', 'Run']"
audio/airport-barcelona-1-60-a.wav,airport,"['Speech', 'Animal', 'Bird', 'Vehicle', 'Pigeon, dove', 'Clip-clop', 'Outside, urban or manmade', 'Horse']"
audio/airport-barcelona-1-61-a.wav,airport,"['Speech', 'Run', 'Clip-clop', 'Animal', 'Outside, urban or manmade', 'Horse', 'Vehicle']"
audio/airport-barcelona-1-62-a.wav,airport,"['Speech', 'Animal', 'Vehicle', 'Music', 'Outside, urban or manmade', 'Clip-clop']"
audio/airport-barcelona-1-63-a.wav,airport,"['Speech', 'Male speech, man speaking', 'Narration, monologue', 'Music', 'Animal']"
audio/airport-barcelona-1-64-a.wav,airport,"['Speech', 'Male speech, man speaking', 'Narration, monologue', 'Squish']"
audio/airport-barcelona-1-65-a.wav,airport,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Horse', 'Hubbub, speech noise, speech babble']"
audio/airport-barcelona-1-66-a.wav,airport,"['Speech', 'Run', 'Outside, urban or manmade', 'Music', 'Vehicle', 'Animal', 'Hubbub, speech noise, speech babble', 'Outside, rural or natural']"
audio/airport-barcelona-1-67-a.wav,airport,"['Speech', 'Run', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Horse', 'Music']"
audio/airport-barcelona-1-68-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Music', 'Run', 'Vehicle', 'Outside, urban or manmade']"
audio/airport-barcelona-1-69-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Vehicle', 'Outside, urban or manmade', 'Run']"
audio/airport-barcelona-1-70-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Vehicle', 'Run', 'Male speech, man speaking', 'Clip-clop']"
audio/airport-barcelona-1-71-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Animal', 'Clip-clop', 'Vehicle', 'Horse', 'Male speech, man speaking', 'Hubbub, speech noise, speech babble', 'Chatter']"
audio/airport-barcelona-1-72-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Vehicle', 'Horse', 'Outside, urban or manmade', 'Run']"
audio/airport-barcelona-1-73-a.wav,airport,"['Clip-clop', 'Horse', 'Speech', 'Animal', 'Run', 'Outside, urban or manmade', 'Vehicle']"
audio/airport-barcelona-1-74-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Animal', 'Vehicle', 'Clip-clop']"
audio/airport-barcelona-1-75-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Vehicle', 'Horse', 'Outside, urban or manmade', 'Run']"
audio/airport-barcelona-1-76-a.wav,airport,"['Speech', 'Male speech, man speaking', 'Narration, monologue']"
audio/airport-barcelona-1-77-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Run', 'Vehicle', 'Domestic animals, pets']"
audio/airport-barcelona-1-78-a.wav,airport,"['Speech', 'Male speech, man speaking', 'Clip-clop', 'Horse', 'Narration, monologue', 'Animal', 'Squish', 'Run']"
audio/airport-barcelona-1-79-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Vehicle', 'Animal', 'Inside, public space']"
audio/airport-barcelona-1-80-a.wav,airport,"['Speech', 'Vehicle', 'Animal', 'Outside, urban or manmade', 'Clip-clop']"
audio/airport-barcelona-1-81-a.wav,airport,"['Speech', 'Run', 'Clip-clop', 'Animal', 'Outside, urban or manmade', 'Horse', 'Vehicle', 'Boat, Water vehicle']"
audio/airport-barcelona-1-82-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Vehicle', 'Run']"
audio/airport-barcelona-1-83-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Domestic animals, pets', 'Vehicle', 'Dog']"
audio/airport-barcelona-1-84-a.wav,airport,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Male speech, man speaking']"
audio/airport-barcelona-1-85-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Outside, urban or manmade', 'Run', 'Vehicle']"
audio/airport-barcelona-1-86-a.wav,airport,"['Speech', 'Animal', 'Vehicle', 'Mouse', 'Outside, urban or manmade', 'Hubbub, speech noise, speech babble']"
audio/airport-barcelona-1-87-a.wav,airport,"['Speech', 'Male speech, man speaking', 'Narration, monologue', 'Clip-clop', 'Horse', 'Animal', 'Squish']"
audio/airport-barcelona-1-88-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Vehicle', 'Outside, urban or manmade', 'Run']"
audio/airport-barcelona-1-89-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Outside, urban or manmade', 'Horse', 'Vehicle', 'Run']"
audio/airport-barcelona-1-90-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle', 'Outside, urban or manmade']"
audio/airport-barcelona-1-91-a.wav,airport,"['Speech', 'Run', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Horse', 'Children playing', 'Outside, rural or natural']"
audio/airport-barcelona-1-92-a.wav,airport,"['Speech', 'Clip-clop', 'Vehicle', 'Animal', 'Horse', 'Outside, urban or manmade', 'Male speech, man speaking']"
audio/airport-barcelona-1-93-a.wav,airport,"['Speech', 'Boat, Water vehicle', 'Vehicle', 'Clip-clop', 'Animal', 'Rowboat, canoe, kayak', 'Horse', 'Run']"
audio/airport-barcelona-1-94-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade', 'Neigh, whinny', 'Vehicle']"
audio/airport-barcelona-1-95-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Animal', 'Vehicle', 'Children playing', 'Clip-clop', 'Chatter', 'Outside, rural or natural']"
audio/airport-barcelona-1-96-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Chatter', 'Hubbub, speech noise, speech babble', 'Vehicle', 'Animal']"
audio/airport-barcelona-2-97-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Animal', 'Chatter', 'Run', 'Hubbub, speech noise, speech babble']"
audio/airport-barcelona-2-98-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Animal', 'Children playing', 'Chatter', 'Outside, rural or natural']"
audio/airport-barcelona-2-99-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade', 'Neigh, whinny', 'Vehicle', 'Walk, footsteps']"
audio/airport-barcelona-2-100-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Vehicle', 'Hubbub, speech noise, speech babble', 'Chatter', 'Animal']"
audio/airport-barcelona-2-101-a.wav,airport,"['Speech', 'Clip-clop', 'Outside, urban or manmade', 'Animal', 'Horse', 'Run', 'Vehicle']"
audio/airport-barcelona-2-102-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Basketball bounce', 'Outside, urban or manmade', 'Vehicle']"
audio/airport-barcelona-2-103-a.wav,airport,"['Speech', 'Children playing', 'Outside, urban or manmade', 'Child speech, kid speaking', 'Vehicle', 'Animal']"
audio/airport-barcelona-2-104-a.wav,airport,"['Speech', 'Animal', 'Music', 'Outside, urban or manmade', 'Domestic animals, pets', 'Run', 'Meow', 'Chatter', 'Children playing', 'Cat']"
audio/airport-barcelona-2-105-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Animal', 'Run', 'Horse', 'Clip-clop', 'Chatter', 'Hubbub, speech noise, speech babble', 'Music', 'Crowd']"
audio/airport-barcelona-2-106-a.wav,airport,"['Speech', 'Chatter', 'Outside, urban or manmade', 'Hubbub, speech noise, speech babble', 'Crowd', 'Vehicle', 'Inside, public space', 'Music']"
audio/airport-barcelona-2-107-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Hubbub, speech noise, speech babble', 'Vehicle', 'Chatter', 'Animal', 'Crowd', 'Clip-clop']"
audio/airport-barcelona-2-108-a.wav,airport,"['Speech', 'Run', 'Outside, urban or manmade', 'Animal', 'Clip-clop', 'Horse', 'Outside, rural or natural']"
audio/airport-barcelona-2-109-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Run', 'Chatter', 'Hubbub, speech noise, speech babble', 'Vehicle', 'Crowd', 'Animal']"
audio/airport-barcelona-2-110-a.wav,airport,"['Speech', 'Outside, urban or manmade', 'Hubbub, speech noise, speech babble', 'Vehicle', 'Run', 'Chatter', 'Animal']"
audio/airport-barcelona-2-111-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Neigh, whinny', 'Outside, urban or manmade', 'Run', 'Vehicle']"
audio/airport-helsinki-3-112-a.wav,airport,"['Silence', 'Mouse', 'Animal']"
audio/airport-helsinki-3-113-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade']"
audio/airport-helsinki-3-114-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Vehicle', 'Outside, urban or manmade']"
audio/airport-helsinki-3-115-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Music', 'Vehicle', 'Silence']"
audio/airport-helsinki-3-116-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Sliding door', 'Mouse', 'Domestic animals, pets', 'Inside, small room']"
audio/airport-helsinki-3-117-a.wav,airport,"['Animal', 'Clip-clop', 'Horse', 'Mouse', 'Bird', 'Silence', 'Speech']"
audio/airport-helsinki-3-118-a.wav,airport,"['Speech', 'Animal', 'Inside, small room', 'Domestic animals, pets', 'Vehicle']"
audio/airport-helsinki-3-119-a.wav,airport,"['Speech', 'Animal', 'Clip-clop']"
audio/airport-helsinki-3-120-a.wav,airport,"['Speech', 'Animal', 'Mouse', 'Clip-clop', 'Horse']"
audio/airport-helsinki-3-121-a.wav,airport,"['Speech', 'Vehicle', 'Animal', 'Clip-clop', 'Outside, urban or manmade', 'Horse', 'Bicycle', 'Run']"
audio/airport-helsinki-3-122-a.wav,airport,"['Speech', 'Mouse', 'Animal', 'Patter', 'Clicking', 'Horse']"
audio/airport-helsinki-3-123-a.wav,airport,"['Mouse', 'Animal', 'Silence', 'Vehicle', 'Bird']"
audio/airport-helsinki-3-124-a.wav,airport,"['Speech', 'Silence', 'Vehicle', 'Animal']"
audio/airport-helsinki-3-125-a.wav,airport,"['Speech', 'Animal', 'Outside, urban or manmade', 'Chatter']"
audio/airport-helsinki-3-126-a.wav,airport,"['Animal', 'Speech', 'Clip-clop', 'Horse']"
audio/airport-helsinki-3-127-a.wav,airport,"['Animal', 'Horse', 'Clip-clop', 'Mouse', 'Domestic animals, pets', 'Speech', 'Patter']"
audio/airport-helsinki-3-128-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Vehicle', 'Boat, Water vehicle', 'Silence']"
audio/airport-helsinki-3-129-a.wav,airport,"['Speech', 'Clip-clop', 'Animal', 'Horse', 'Vehicle', 'Fire', 'Run', 'Outside, urban or manmade']"
audio/airport-helsinki-3-130-a.wav,airport,"['Silence', 'Speech', 'Squish', 'Inside, small room', 'Mouse', 'Writing']"
audio/airport-helsinki-3-131-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Mouse', 'Vehicle', 'Bird']"
audio/airport-helsinki-3-132-a.wav,airport,"['Speech', 'Silence', 'Mouse', 'Animal']"
audio/airport-helsinki-3-133-a.wav,airport,"['Speech', 'Patter', 'Animal', 'Clip-clop', 'Run', 'Horse', 'Rodents, rats, mice', 'Tap', 'Vehicle']"
audio/airport-helsinki-3-134-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Mouse', 'Silence', 'Vehicle']"
audio/airport-helsinki-3-135-a.wav,airport,"['Silence', 'Speech']"
audio/airport-helsinki-3-136-a.wav,airport,"['Speech', 'Run', 'Animal', 'Vehicle', 'Outside, urban or manmade', 'Bicycle', 'Clip-clop', 'Horse', 'Boat, Water vehicle']"
audio/airport-helsinki-3-137-a.wav,airport,"['Speech', 'Clip-clop', 'Tick-tock', 'Horse', 'Animal', 'Tick', 'Patter']"
audio/airport-helsinki-3-138-a.wav,airport,"['Speech', 'Animal', 'Outside, urban or manmade', 'Vehicle', 'Clip-clop', 'Male speech, man speaking', 'Horse', 'Silence']"
audio/airport-helsinki-3-139-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Domestic animals, pets']"
audio/airport-helsinki-3-140-a.wav,airport,"['Speech', 'Animal', 'Mouse', 'Horse', 'Domestic animals, pets', 'Clip-clop']"
audio/airport-helsinki-3-141-a.wav,airport,"['Speech', 'Animal', 'Outside, urban or manmade', 'Vehicle']"
audio/airport-helsinki-3-142-a.wav,airport,"['Speech', 'Vehicle', 'Animal', 'Clip-clop', 'Horse']"
audio/airport-helsinki-3-143-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Vehicle', 'Rowboat, canoe, kayak', 'Boat, Water vehicle', 'Bicycle', 'Neigh, whinny', 'Run']"
audio/airport-helsinki-3-144-a.wav,airport,"['Speech', 'Animal', 'Mouse', 'Bird', 'Chink, clink']"
audio/airport-helsinki-3-145-a.wav,airport,"['Speech', 'Animal', 'Chink, clink']"
audio/airport-helsinki-3-146-a.wav,airport,"['Speech', 'Mouse', 'Animal', 'Vehicle', 'Silence']"
audio/airport-helsinki-3-147-a.wav,airport,"['Speech', 'Vehicle', 'Silence', 'Inside, small room', 'Music', 'Animal']"
audio/airport-helsinki-3-148-a.wav,airport,"['Speech', 'Silence', 'Mouse', 'Inside, small room', 'Animal', 'Writing']"
audio/airport-helsinki-3-149-a.wav,airport,"['Scissors', 'Inside, small room', 'Patter', 'Animal', 'Squish', 'Mouse']"
audio/airport-helsinki-3-150-a.wav,airport,"['Speech', 'Music', 'Animal', 'Male speech, man speaking', 'Vehicle']"
audio/airport-helsinki-3-151-a.wav,airport,"['Speech', 'Mouse', 'Animal', 'Scissors', 'Silence', 'Inside, small room']"
audio/airport-helsinki-3-152-a.wav,airport,"['Silence', 'Animal', 'Speech', 'Mouse', 'Inside, small room']"
audio/airport-helsinki-3-153-a.wav,airport,"['Animal', 'Clip-clop', 'Horse', 'Speech']"
audio/airport-helsinki-3-154-a.wav,airport,"['Silence', 'Vehicle']"
audio/airport-helsinki-3-155-a.wav,airport,"['Speech', 'Vehicle', 'Animal', 'Male speech, man speaking']"
audio/airport-helsinki-3-156-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Tick', 'Tick-tock', 'Animal', 'Music']"
audio/airport-helsinki-3-157-a.wav,airport,"['Silence', 'Mouse', 'Animal', 'Speech']"
audio/airport-helsinki-3-158-a.wav,airport,"['Speech', 'Animal', 'Silence']"
audio/airport-helsinki-3-159-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Vehicle', 'Run']"
audio/airport-helsinki-3-160-a.wav,airport,"['Speech', 'Animal', 'Cough', 'Mouse', 'Inside, small room']"
audio/airport-helsinki-3-161-a.wav,airport,"['Speech', 'Animal', 'Silence', 'Clip-clop', 'Horse', 'Outside, urban or manmade']"
audio/airport-helsinki-3-162-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Bird', 'Vehicle', 'Outside, urban or manmade', 'Mouse', 'Outside, rural or natural']"
audio/airport-helsinki-3-163-a.wav,airport,"['Speech', 'Writing', 'Silence', 'Animal', 'Inside, small room', 'Mouse']"
audio/airport-helsinki-3-164-a.wav,airport,"['Speech', 'Children playing', 'Animal', 'Outside, urban or manmade', 'Child speech, kid speaking', 'Clip-clop', 'Vehicle', 'Horse']"
audio/airport-helsinki-3-165-a.wav,airport,"['Speech', 'Vehicle', 'Music', 'Silence']"
audio/airport-helsinki-3-166-a.wav,airport,"['Silence', 'Animal', 'Tick', 'Mouse', 'Speech', 'Inside, small room']"
audio/airport-helsinki-3-167-a.wav,airport,"['Speech', 'Animal', 'Horse', 'Clip-clop', 'Vehicle']"
audio/airport-helsinki-3-168-a.wav,airport,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Bird', 'Vehicle', 'Outside, urban or manmade']"
audio/airport-helsinki-4-169-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal']"
audio/airport-helsinki-4-170-a.wav,airport,"['Chink, clink', 'Music', 'Tick', 'Percussion', 'Ping']"
audio/airport-helsinki-4-171-a.wav,airport,"['Speech', 'Silence', 'Animal', 'Squish']"
audio/airport-helsinki-4-172-a.wav,airport,"['Speech', 'Scissors', 'Inside, small room', 'Tick', 'Silence', 'Tick-tock']"
audio/airport-helsinki-4-173-a.wav,airport,"['Clicking', 'Tick', 'Music', 'Tick-tock', 'Inside, small room', 'Silence', 'Speech', 'Patter']"
audio/airport-helsinki-4-174-a.wav,airport,"['Speech', 'Clip-clop', 'Horse', 'Animal', 'Vehicle']"
audio/airport-helsinki-4-175-a.wav,airport,"['Scissors', 'Speech', 'Inside, small room', 'Squish']"
audio/airport-helsinki-4-176-a.wav,airport,"['Silence', 'Music']"
audio/airport-helsinki-4-177-a.wav,airport,"['Clip-clop', 'Horse', 'Animal', 'Speech']"
